inst_id,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
144,daejeon,48,2006-11-07,151.0,nursing_hospital,4864303400.0,210410492.0,4351809420.0,2026782710.0,69291950.0,69713374.0,69112374.0,57444700.0,244217364.0,4347935440.0,4333035623.0,402771070.0,14899817.0,2302618910.0,2102793572.0,199825338.0,0.0,4061217029.0,2200383695.0,1687416881.0,1860833334.0,990000000.0,2589337321.0,0.0,4695528403.0,216675520.0,4240156629.0,1888816750.0,57429663.0,31953991.0,31353991.0,7810050.0,256361876.0,2512343330.0,2490427355.0,420980580.0,21915975.0,1740905791.0,1568485791.0,172420000.0,0.0,1908129164.0,1277295830.0,930000000.0,630833334.0,0.0,2345119957.0,0.0,46.0,46.0,change
145,gyeongnam,32,2008-08-04,172.0,hospital,15806789758.0,1884745792.0,13380477996.0,6363400069.0,67783672.0,535667631.0,251712340.0,0.0,73682011.0,3211316609.0,2942550720.0,1753750509.0,174371656.0,14670638489.0,14197103423.0,2000000.0,0.0,13152880675.0,4211829928.0,1683333334.0,8941050747.0,7000000000.0,4729074423.0,0.0,16464484050.0,1805124969.0,14852795932.0,7418066156.0,32624532.0,277527657.0,271746312.0,0.0,-438339976.0,3034115228.0,2865788728.0,1742664838.0,168326500.0,12562146664.0,12008584850.0,307000000.0,0.0,10940869480.0,4527907462.0,1500000000.0,6412962018.0,5000000000.0,4655392412.0,0.0,164.0,158.0,same
147,gyeonggi,96,2010-11-18,79.0,nursing_hospital,4876152720.0,845017989.0,3594048070.0,1541308057.0,84157346.0,216277784.0,176166864.0,0.0,304966223.0,1545362015.0,1501232265.0,634865120.0,44129750.0,5993144115.0,4471767853.0,1321376262.0,0.0,3112913269.0,1976137436.0,1672665000.0,1136775833.0,1136775833.0,4425592861.0,0.0,5219541410.0,896585163.0,3714802708.0,1505102513.0,161973225.0,134623408.0,124922593.0,146669963.0,488833393.0,2777675878.0,2752716078.0,768553966.0,24959800.0,4291303053.0,3814303053.0,277000000.0,0.0,2745397819.0,1384138283.0,1076344442.0,1361259536.0,1361259536.0,4323581112.0,0.0,42.0,42.0,same
148,busan,64,2006-09-01,205.0,nursing_hospital,22074444856.0,2299286322.0,18699221543.0,13280151683.0,174577053.0,1080923960.0,1050738614.0,0.0,169590084.0,3719642702.0,3690402659.0,18600000.0,29240043.0,45738313687.0,45307390187.0,308021000.0,0.0,29593624063.0,11649657848.0,1650000000.0,17943966215.0,16404780678.0,19864332326.0,0.0,14114273223.0,345039311.0,13016804703.0,8178137421.0,202646137.0,761957526.0,638729782.0,0.0,193117820.0,2055276661.0,1854849293.0,0.0,200427368.0,45746705612.0,45188428382.0,326317000.0,0.0,26417818053.0,8902438885.0,1650000000.0,17515379168.0,17505379168.0,21384164220.0,0.0,406.0,268.0,same
149,gyeongbuk,172,2008-12-09,105.0,nursing_hospital,2505862000.0,238781085.0,2227383031.0,1610142230.0,30664315.0,68643213.0,58393471.0,718210.0,1000776.0,778057419.0,773894419.0,0.0,4163000.0,3905719128.0,3817188918.0,82555000.0,0.0,3094612197.0,2533012197.0,1644743710.0,561600000.0,561600000.0,1589164350.0,0.0,2515554950.0,257699957.0,2207580527.0,1558665260.0,17605440.0,76141001.0,59479414.0,478630.0,-8739725.0,584173632.0,580242132.0,560489559.0,3931500.0,3523339847.0,3440334847.0,79555000.0,0.0,2519349905.0,2519349905.0,1666838504.0,0.0,0.0,1588163574.0,0.0,46.0,58.0,same
150,choongnam,94,2013-08-26,186.0,nursing_hospital,5237992090.0,0.0,5060655115.0,2623322811.0,43303738.0,65834636.0,61730290.0,18939260.0,135866817.0,2510609429.0,2493819051.0,43775710.0,16790378.0,7937685054.0,7870685054.0,17000000.0,0.0,4079713996.0,3255314769.0,1643335007.0,824399227.0,0.0,6368580487.0,0.0,4481832700.0,0.0,4170616450.0,2335080779.0,45984401.0,76545728.0,57185457.0,16604980.0,264049943.0,1930380604.0,1911873874.0,43760000.0,18506730.0,8120770362.0,8108770362.0,12000000.0,0.0,3818437296.0,3063310534.0,1643335007.0,755126762.0,0.0,6232713670.0,0.0,52.0,52.0,same
152,gyeongnam,156,2007-09-14,176.0,nursing_hospital,6571258948.0,430375858.0,5682418044.0,3510649384.0,4674245.0,628824533.0,214499355.0,6814740.0,-172499982.0,1238752907.0,1209801580.0,620224474.0,25863183.0,7315148977.0,7248891128.0,37206000.0,0.0,8677466951.0,4239987533.0,1572628538.0,4437479418.0,4421411421.0,,0.0,6704711843.0,425994179.0,5770900848.0,3482048271.0,22202598.0,465232518.0,207025888.0,0.0,64786896.0,1195896596.0,1163398540.0,538592224.0,25387186.0,7280291764.0,7214352956.0,37486000.0,0.0,8415348725.0,4101326953.0,1704780906.0,4314021772.0,4297953775.0,60839635.0,60623951.0,73.0,74.0,same
153,gyeongnam,32,2009-09-15,139.0,nursing_hospital,3739538160.0,124560273.0,3472191830.0,2357002760.0,1183205.0,137378952.0,128899351.0,712536.0,5877774.0,2958333924.0,2941566054.0,2667982277.0,16767870.0,2658662606.0,2646662606.0,12000000.0,0.0,3811639430.0,1911639430.0,1554329160.0,1900000000.0,1900000000.0,1805357100.0,220922100.0,3821011720.0,145137891.0,3530079722.0,2444544860.0,4417623.0,131396160.0,118387170.0,2074189.0,16741381.0,2775377513.0,2761169440.0,2478613184.0,14208073.0,2729101918.0,2705101918.0,24000000.0,0.0,3705000105.0,1805000105.0,1450000000.0,1900000000.0,1900000000.0,1799479326.0,215044326.0,77.0,76.0,same
154,jeonbuk,14,1988-07-09,246.0,general_hospital,24937652826.0,2759434565.0,19365757034.0,11221603333.0,1148292387.0,3260238297.0,50174481.0,109027535.0,591487782.0,6666428466.0,6395390010.0,3175867013.0,271038456.0,19091145590.0,16554045040.0,143045000.0,0.0,16239697460.0,6366614044.0,1500000000.0,9873083416.0,192500000.0,9517876596.0,0.0,23775709051.0,2498268512.0,19568814086.0,11146113720.0,787215419.0,2039308230.0,58463595.0,80219440.0,376314202.0,4519969077.0,4267318869.0,2491511973.0,252650208.0,18725478397.0,16047570558.0,151045000.0,0.0,13137197222.0,4719935558.0,0.0,8417261664.0,2410000000.0,10108250252.0,0.0,235.0,235.0,same
155,gyeonggi,31,2005-07-29,112.0,nursing_hospital,3727356228.0,609057643.0,3087298594.0,1903763407.0,7255354.0,22908869.0,22685659.0,886801.0,14459675.0,493153108.0,427804676.0,0.0,65348432.0,2177525614.0,2176872114.0,0.0,0.0,2670678722.0,1762973543.0,1466846904.0,907705179.0,0.0,0.0,0.0,3669343091.0,647855195.0,2974183562.0,1890014261.0,3890358.0,32419722.0,24547082.0,4080.0,18770890.0,442442352.0,417878045.0,0.0,24564307.0,2181325098.0,2180671598.0,0.0,0.0,2623767450.0,1735572518.0,500000000.0,888194932.0,0.0,0.0,0.0,50.0,50.0,same
156,gyeongbuk,58,1988-02-29,79.0,hospital,10395309068.0,7651858166.0,2277098293.0,0.0,149939564.0,522247900.0,72572683.0,17253838.0,76790435.0,1462809109.0,1411710944.0,1276918833.0,51098165.0,3705892669.0,3487931404.0,19071600.0,0.0,3981817497.0,2855187497.0,1441580587.0,1126630000.0,626630000.0,1186884281.0,0.0,9392555464.0,7065117786.0,2072803160.0,0.0,16010229.0,373363398.0,85107699.0,106623650.0,-209342301.0,1204704597.0,1153930899.0,0.0,50773698.0,3895417299.0,3600789832.0,121921600.0,0.0,3784552900.0,2546292900.0,1345179006.0,1238260000.0,738260000.0,1315568996.0,0.0,90.0,116.0,same
159,gyeongbuk,113,2012-06-14,371.0,nursing_hospital,22182833325.0,0.0,21149339373.0,11431230585.0,159408324.0,789142893.0,434378222.0,44353960.0,359405423.0,3379067297.0,3273840865.0,2932880403.0,105226432.0,20875402338.0,20671582338.0,203820000.0,0.0,14191230683.0,11517916228.0,1400000000.0,2673314455.0,825000000.0,10063238952.0,5794042630.0,17035303266.0,0.0,16457635498.0,9426268884.0,235232889.0,527167016.0,492448544.0,35896570.0,249837071.0,2465580423.0,2414473983.0,1729350229.0,51106440.0,22814367039.0,22111434373.0,178820000.0,0.0,14248205097.0,7363205097.0,3512623130.0,6890000000.0,6890000000.0,11031742365.0,5794042630.0,200.0,200.0,same
160,gyeongnam,156,2008-01-02,184.0,nursing_hospital,4820682660.0,273492440.0,4340858096.0,2684587544.0,23999783.0,166975228.0,159602262.0,0.0,63356679.0,1165242567.0,1141298140.0,0.0,23944427.0,7185170208.0,7165341613.0,0.0,0.0,5375173294.0,2015173294.0,1398548025.0,3360000000.0,3360000000.0,2975239481.0,0.0,4230518701.0,213496407.0,4394447341.0,2495426129.0,14632665.0,192434876.0,170428859.0,0.0,-555227258.0,941750008.0,917136422.0,0.0,24613586.0,7299028539.0,7252484447.0,0.0,0.0,5328027592.0,1968027592.0,1437468981.0,3360000000.0,3360000000.0,2912750955.0,0.0,72.0,72.0,same
162,gyeongbuk,25,2009-02-20,118.0,hospital,3181412670.0,523082496.0,3177860862.0,1626052720.0,157182796.0,179484467.0,121356136.0,0.0,-541832359.0,2144308762.0,2078164257.0,38002190.0,0.0,7238835416.0,7232909416.0,0.0,0.0,7089935634.0,2125394457.0,1391687482.0,4964541177.0,4250000000.0,2293208544.0,26167024.0,4468021810.0,678532410.0,3670165594.0,2170778341.0,101710547.0,112074021.0,100498219.0,10077510.0,98882822.0,2530173852.0,2433911120.0,614493270.0,62048901.0,4844458673.0,4735361171.0,0.0,0.0,4540522032.0,1091695948.0,457745056.0,3448826084.0,2730000000.0,2834110493.0,567068973.0,4.0,62.0,change
163,gyeonggi,18,2012-12-20,0.0,clinic,20970835394.0,11468904553.0,8325000838.0,4065724023.0,102803725.0,1130640294.0,352004568.0,81205325.0,67888109.0,8491667516.0,8117434690.0,4470385.0,374232826.0,4775362350.0,3345685508.0,1354400000.0,0.0,11529607985.0,6862113962.0,1340065172.0,4667494023.0,2328724433.0,1737421881.0,0.0,18474101349.0,9910495688.0,7294101479.0,3241632817.0,88879599.0,555976895.0,279073848.0,201515790.0,600891096.0,7117556473.0,6846458543.0,10254976.0,271097930.0,4417300738.0,3249642394.0,1121500000.0,0.0,9744442321.0,5257776809.0,1345785843.0,4486665512.0,2230000000.0,1790414890.0,0.0,152.0,127.0,same
164,jeonbuk,136,2005-03-21,326.0,nursing_hospital,2179020670.0,312206615.0,1507567008.0,907395730.0,33436412.0,208281214.0,18920952.0,0.0,184402245.0,3535249679.0,3432644103.0,3132667033.0,102605576.0,16681779738.0,16651052086.0,0.0,0.0,12496838310.0,5800803717.0,1309874205.0,6696034593.0,4089146674.0,7720191107.0,7720191107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,320.0,same
166,gyeongnam,153,1993-05-25,135.0,hospital,19820211573.0,0.0,19268822664.0,10170783350.0,677234658.0,852105378.0,71182616.0,88220540.0,288297649.0,7469546939.0,7247009994.0,9080400.0,222536945.0,6112290857.0,5670290577.0,0.0,0.0,7832408821.0,3702887024.0,1300000000.0,4129521797.0,1610000000.0,5749428975.0,0.0,18019873815.0,0.0,17884806691.0,9343406747.0,632784272.0,477447263.0,91186061.0,33234030.0,257170103.0,7058269302.0,6857386370.0,576240245.0,198781859.0,7496603455.0,5928822579.0,0.0,0.0,8851682335.0,6393012155.0,4462197593.0,2458670180.0,0.0,5703190422.0,0.0,212.0,204.0,same
168,gyeongbuk,8,2006-11-01,119.0,nursing_hospital,3032307576.0,0.0,2743241790.0,1850683610.0,1687838.0,240125262.0,53306929.0,0.0,50628362.0,1375235602.0,1375235602.0,976488969.0,0.0,1797718878.0,1776203444.0,10922100.0,0.0,2782354225.0,2782354225.0,1190000000.0,0.0,0.0,390600255.0,0.0,2576710770.0,0.0,2539010571.0,1661372460.0,10116455.0,172741916.0,57048366.0,0.0,-124925262.0,1474948014.0,1474948014.0,1067153986.0,0.0,1792331324.0,1770815890.0,10922100.0,0.0,2927307445.0,2927307445.0,1210000000.0,0.0,0.0,339971893.0,0.0,48.0,48.0,same
169,jeonbuk,136,1998-05-25,148.0,nursing_hospital,4585947110.0,0.0,4353536594.0,2717990950.0,9520.0,144772072.0,144763072.0,6354962.0,81293002.0,886164061.0,766087411.0,668817345.0,9142090.0,3339274919.0,3328434919.0,10840000.0,0.0,3120289942.0,1545289942.0,1170537499.0,1580000000.0,1580000000.0,1105149038.0,1215372032.0,4489269191.0,0.0,4243365969.0,2611847461.0,44612307.0,228450298.0,136790055.0,0.0,62065231.0,994878709.0,870155401.0,619023839.0,9753288.0,3266433815.0,3255593815.0,10840000.0,0.0,3237456488.0,1642456488.0,1218987340.0,1600000000.0,1600000000.0,1023856036.0,1215372032.0,84.0,80.0,same
170,choongbuk,163,2004-05-03,178.0,hospital,7635033185.0,1105648415.0,5025945933.0,2983431057.0,56882331.0,649871226.0,138719144.0,390707290.0,519742652.0,3749386943.0,3749386943.0,563299007.0,0.0,17071275951.0,17007615951.0,33000000.0,0.0,15761771313.0,4977715873.0,1170000000.0,10784055440.0,7909784318.0,5058891581.0,4133047781.0,7152077089.0,984055067.0,4341348567.0,2645334210.0,34726401.0,838076990.0,41054637.0,99922050.0,923400816.0,5566386987.0,5566386987.0,593604480.0,0.0,6771102543.0,6035742543.0,704700000.0,0.0,7798340601.0,712543391.0,3000000.0,7085797210.0,4360620780.0,4539148929.0,3613305129.0,77.0,57.0,same
171,gyeonggi,27,2012-06-27,110.0,nursing_hospital,3406805440.0,101664431.0,3270737840.0,1902775696.0,3731130.0,34452664.0,33447044.0,555943.0,3125692.0,1168077112.0,1031040291.0,379640537.0,137036821.0,2138047001.0,1380818932.0,615000000.0,0.0,1715081673.0,1674233326.0,1147413614.0,40848347.0,0.0,1591042440.0,0.0,3717776540.0,122463478.0,3498397989.0,1939870748.0,12063743.0,30283190.0,27160860.0,8787370.0,69908256.0,730020143.0,657805006.0,418252464.0,72215137.0,2056783657.0,1417235335.0,615500000.0,0.0,1198887052.0,1138859425.0,762047310.0,60027627.0,0.0,1587916748.0,0.0,64.0,60.0,same
173,jeonbuk,147,1996-02-01,174.0,nursing_hospital,4560950980.0,0.0,4476162141.0,2970504520.0,4320766.0,35049996.0,33765714.0,0.0,54059609.0,595869820.0,595869820.0,591287262.0,0.0,4017965247.0,3972170052.0,300000.0,0.0,3206506157.0,3206506157.0,1133738704.0,0.0,0.0,1407328910.0,0.0,4947558930.0,0.0,4526847413.0,2686624470.0,3629941.0,37342806.0,35626335.0,0.0,386998652.0,606930006.0,606930006.0,597153373.0,0.0,3931029297.0,3882126635.0,300000.0,0.0,3184690002.0,3184690002.0,1085386585.0,0.0,0.0,1353269301.0,0.0,113.0,95.0,same
175,busan,59,1999-01-27,64.0,traditional_hospital,9229935905.0,1109103580.0,7406350689.0,4253616743.0,25200082.0,264227281.0,158605623.0,89758880.0,385695557.0,1409192294.0,1336495794.0,880612042.0,72696500.0,7763557968.0,4966943617.0,2789370000.0,0.0,7384148726.0,3280446726.0,1099992882.0,4103702000.0,4103702000.0,1788601536.0,0.0,8817827807.0,842178695.0,7360184253.0,3805778255.0,24658439.0,274133788.0,126051602.0,53098730.0,312890780.0,1538305211.0,1445586651.0,844117549.0,92718560.0,6275802296.0,5215146579.0,1050819860.0,0.0,6411201528.0,1696639528.0,261903015.0,4714562000.0,4714562000.0,1402905979.0,0.0,87.0,88.0,same
176,choongnam,167,2014-02-11,132.0,nursing_hospital,3636213460.0,0.0,3482038513.0,1501973920.0,14660591.0,86467211.0,79466829.0,13728780.0,68639547.0,2558458257.0,2484679631.0,0.0,73778626.0,2870205701.0,2578795301.0,291410400.0,0.0,2427467276.0,1327467276.0,1091589060.0,1100000000.0,1100000000.0,3001196682.0,0.0,3498255740.0,0.0,3284151744.0,1440826940.0,48361247.0,171601490.0,63350124.0,25150200.0,65713553.0,1570251790.0,1541559788.0,0.0,28692002.0,2693610386.0,2669090386.0,24520000.0,0.0,1331305041.0,1331305041.0,1088474640.0,0.0,0.0,2932557135.0,0.0,65.0,65.0,same
177,daejeon,47,1984-02-18,0.0,clinic,1889868160.0,112831634.0,1694669688.0,1077318381.0,775718.0,88591335.0,44166097.0,0.0,-5448779.0,156429738.0,136801297.0,0.0,19628441.0,2259644104.0,2259454904.0,189200.0,0.0,1579396583.0,1579396583.0,1078728901.0,0.0,0.0,836677259.0,0.0,1554736752.0,81392482.0,1501394890.0,902523373.0,1667278.0,99406790.0,43509776.0,3212000.0,-129002132.0,165019848.0,135149527.0,0.0,29870321.0,2304934258.0,2289745058.0,15189200.0,0.0,1627828068.0,1627828068.0,1078103331.0,0.0,0.0,842126038.0,0.0,35.0,32.0,same
178,daejeon,47,1978-01-24,69.0,traditional_hospital,1889868160.0,112831634.0,1694669688.0,1077318381.0,775718.0,88591335.0,44166097.0,0.0,-5448779.0,156429738.0,136801297.0,0.0,19628441.0,2259644104.0,2259454904.0,189200.0,0.0,1579396583.0,1579396583.0,1078728901.0,0.0,0.0,836677259.0,0.0,1554736752.0,81392482.0,1501394890.0,902523373.0,1667278.0,99406790.0,43509776.0,3212000.0,-129002132.0,165019848.0,135149527.0,0.0,29870321.0,2304934258.0,2289745058.0,15189200.0,0.0,1627828068.0,1627828068.0,1078103331.0,0.0,0.0,842126038.0,0.0,35.0,32.0,same
179,gangwon,2,2005-07-04,27.0,hospital,6289384698.0,559995789.0,5639371892.0,3534244170.0,240526050.0,213741618.0,86556060.0,36785553.0,80015896.0,2426713126.0,2411774833.0,0.0,14938293.0,5174547326.0,4357100946.0,7500000.0,0.0,4155435091.0,1246455288.0,1058338645.0,2908979803.0,750000000.0,3445825361.0,0.0,6110888930.0,470661504.0,5570614879.0,3577377760.0,218285119.0,89604837.0,67859301.0,29293779.0,168999050.0,2615138960.0,2558202417.0,2265906.0,56936543.0,5149757803.0,4317687277.0,0.0,0.0,4201229110.0,1326449408.0,1084996577.0,2874779702.0,870000000.0,3563667653.0,0.0,87.0,90.0,same
180,busan,65,2013-11-18,247.0,nursing_hospital,8724315850.0,398405019.0,8130593828.0,4678699000.0,10016358.0,173648621.0,168267791.0,0.0,31684740.0,1412000458.0,1387917384.0,1206012041.0,24083074.0,8523803748.0,8511398994.0,0.0,0.0,8538970386.0,5505999307.0,1028816989.0,3032971079.0,450220000.0,1396833820.0,0.0,8224437198.0,422445109.0,7546143860.0,4634800661.0,21813232.0,157407299.0,152877289.0,0.0,120254162.0,1700861209.0,1676107349.0,1008420652.0,24753860.0,8767254407.0,8644702507.0,0.0,0.0,8465053127.0,2214993127.0,1414949186.0,6250060000.0,4350060000.0,2003062489.0,0.0,125.0,125.0,same
182,gyeongnam,101,2011-01-05,164.0,nursing_hospital,3158287120.0,0.0,2871188170.0,1724611632.0,42086155.0,96397714.0,33367364.0,13752849.0,219034542.0,806415124.0,806415124.0,375894504.0,0.0,2226761694.0,1948486577.0,78000000.0,0.0,1486343856.0,1284381057.0,1000000000.0,201962799.0,0.0,1546832962.0,0.0,3021570554.0,0.0,2851573317.0,1732276153.0,8512397.0,115799213.0,33126030.0,16300.0,62694121.0,644727406.0,644727406.0,245612720.0,0.0,2127562465.0,2019562465.0,78000000.0,0.0,1444491451.0,1283115680.0,1000000000.0,161375771.0,0.0,1327798420.0,0.0,54.0,57.0,same
183,gyeongbuk,171,2007-12-10,272.0,nursing_hospital,7773840222.0,0.0,7250000089.0,3535953490.0,9130131.0,145061638.0,93909038.0,62786300.0,325122326.0,1262179844.0,1242915553.0,5316000.0,19264291.0,9651415811.0,9326984694.0,259520000.0,0.0,3601113812.0,1637753812.0,1000000000.0,1963360000.0,1963360000.0,7312481843.0,0.0,8037916238.0,0.0,7240013564.0,3565235640.0,4937557.0,151273048.0,101774070.0,130207660.0,521359523.0,1065771628.0,1035899305.0,0.0,29872323.0,9649572262.0,9348268029.0,261520000.0,0.0,3740236153.0,1682693279.0,1000000000.0,2057542874.0,1963360000.0,6975107737.0,0.0,105.0,113.0,same
187,gyeonggi,96,2009-10-09,445.0,nursing_hospital,16040269195.0,997606904.0,14328146183.0,8069417765.0,484055204.0,317440621.0,220749130.0,0.0,881130691.0,3089401900.0,3027247021.0,2832728154.0,62154879.0,12463310279.0,11653244003.0,356335670.0,0.0,9265153949.0,2948013092.0,855582275.0,6317140857.0,5428286689.0,6287558230.0,0.0,14062110863.0,838828791.0,12498766958.0,6754447050.0,1221733729.0,1414039695.0,238537265.0,0.0,532209148.0,2587582723.0,2526790245.0,2116472880.0,60792478.0,13250816463.0,12494019510.0,314420670.0,0.0,10346971647.0,3840601623.0,1087792874.0,6506370024.0,5484286689.0,5491427539.0,0.0,170.0,170.0,same
189,jeonbuk,148,2010-06-11,34.0,hospital,2415683553.0,120760393.0,2143235263.0,1218134771.0,3464672.0,38509826.0,33048338.0,0.0,116642743.0,719925338.0,718919338.0,504706150.0,1006000.0,1677205862.0,1555885862.0,121320000.0,0.0,1012611303.0,1012611303.0,815710733.0,0.0,0.0,1384519897.0,0.0,2243537133.0,92498215.0,2049034500.0,982007748.0,42343302.0,38238823.0,32998373.0,0.0,106108897.0,625958862.0,625188062.0,430269320.0,770800.0,1730475480.0,1621065480.0,109410000.0,0.0,1088542608.0,1088542608.0,937215161.0,0.0,0.0,1267891734.0,0.0,39.0,39.0,same
190,choongnam,94,2008-01-29,24.0,nursing_hospital,2707913302.0,114450149.0,2851076112.0,1632665669.0,86168978.0,132403149.0,124167516.0,59990.0,-303907120.0,1935352281.0,1917960465.0,61972724.0,17391816.0,2368180138.0,2297780116.0,53900000.0,0.0,3456400747.0,1473553080.0,800628426.0,1982847667.0,1982847667.0,847131672.0,0.0,2579446820.0,109274348.0,2748336659.0,1406660465.0,109810953.0,116277519.0,104169621.0,0.0,-284630753.0,1950442315.0,1928897752.0,68423742.0,21544563.0,2695554655.0,2626748637.0,52360000.0,0.0,3494958178.0,1514531130.0,695128465.0,1980427048.0,1980427048.0,1151038792.0,0.0,50.0,52.0,same
191,gyeongnam,101,1989-03-31,84.0,nursing_hospital,10647091981.0,967696076.0,9770809764.0,6455269020.0,207952862.0,348683260.0,249921361.0,54732450.0,-286876707.0,3600187215.0,3501247824.0,1167730841.0,98939391.0,8126053860.0,6711192556.0,176054100.0,0.0,8178294826.0,1650788514.0,800000000.0,6527506312.0,5832918511.0,3547946249.0,0.0,11081603006.0,969602382.0,9806518426.0,6476989260.0,407029861.0,497179113.0,278399673.0,0.0,215332946.0,3941833575.0,3857512750.0,1113566910.0,84320825.0,8259830886.0,6854712117.0,176054100.0,0.0,8366841505.0,2198761837.0,998811991.0,6168079668.0,5439140691.0,3834822956.0,0.0,140.0,138.0,same
192,choongnam,28,2001-12-21,0.0,traditional_clinic,5961811521.0,5770950605.0,0.0,0.0,55672361.0,104120176.0,0.0,0.0,142413101.0,988933060.0,958341634.0,512711425.0,30591426.0,2286591951.0,1921541951.0,365050000.0,0.0,2354158255.0,1202171111.0,799675027.0,1151987144.0,999345696.0,921366756.0,0.0,6148148498.0,5860761306.0,0.0,0.0,39511949.0,81487714.0,0.0,0.0,245411427.0,1026390091.0,995930891.0,445325111.0,30459200.0,2175889460.0,1810839460.0,365050000.0,0.0,2398694011.0,1231391378.0,929675027.0,1167302633.0,995893096.0,803585540.0,0.0,67.0,67.0,same
194,busan,67,2011-06-14,115.0,nursing_hospital,3603244610.0,97299642.0,3139340298.0,1934447480.0,60351052.0,212860465.0,212860463.0,592260.0,213502997.0,1227343466.0,1217018466.0,543144174.0,10325000.0,9092248465.0,8024758987.0,490500000.0,0.0,5255032448.0,1052152711.0,768340527.0,4202879737.0,4202879737.0,5064559483.0,0.0,3586606040.0,117687279.0,3187320474.0,1803387510.0,29854174.0,301010806.0,300773116.0,0.0,10441655.0,1298868300.0,1287618300.0,532827704.0,11250000.0,9259160924.0,8270503217.0,490500000.0,0.0,5515384298.0,1233562243.0,870354016.0,4281822055.0,4281822055.0,5042644926.0,0.0,75.0,74.0,same
195,daegu,43,2007-09-12,194.0,hospital,9310168399.0,1079122076.0,7674704874.0,4473314850.0,9104460.0,407921278.0,302674990.0,0.0,157524631.0,978100715.0,824891075.0,216851561.0,153206830.0,8981910686.0,8696915686.0,284995000.0,0.0,8182226013.0,3449793597.0,750000000.0,4732432416.0,4577432416.0,1777785388.0,0.0,7162359833.0,973033043.0,6500775721.0,3618767663.0,1361057.0,362180140.0,271311494.0,7188440.0,-679456454.0,871763398.0,718541197.0,563089307.0,153222201.0,9093623718.0,8613913033.0,479710685.0,0.0,8345126359.0,3347891671.0,800000000.0,4997234688.0,4842234688.0,1620260757.0,0.0,77.0,79.0,same
196,choongbuk,165,2009-12-23,142.0,nursing_hospital,4631822341.0,175420450.0,4156456673.0,2431561969.0,22561949.0,258121528.0,254712172.0,0.0,64385639.0,1498535685.0,1476814458.0,0.0,21721227.0,29860000.0,0.0,0.0,0.0,8208113025.0,2941382578.0,743026885.0,5266730447.0,4881730447.0,,0.0,3501965740.0,131175767.0,3570489364.0,1975525525.0,445700839.0,109036198.0,96722996.0,0.0,136965250.0,928218045.0,915110234.0,0.0,13107811.0,21240000.0,0.0,0.0,0.0,6981606119.0,1660871061.0,811844698.0,5320735058.0,3800000000.0,,0.0,52.0,52.0,same
197,daegu,43,1999-08-11,33.0,hospital,5609271774.0,0.0,5364238546.0,3124633000.0,107551043.0,70852609.0,70852609.0,78658530.0,203073132.0,1283350179.0,1247869687.0,0.0,35480492.0,5569869787.0,4882944770.0,686925017.0,0.0,2373122234.0,1273122234.0,740773419.0,1100000000.0,0.0,4480097732.0,0.0,5625557316.0,0.0,5209122228.0,3124463121.0,51913734.0,33137355.0,33137355.0,79265330.0,355946137.0,1211745869.0,1179685645.0,0.0,32060224.0,5699405326.0,5012480309.0,686925017.0,0.0,2634126595.0,1375626595.0,954921539.0,1258500000.0,0.0,4277024600.0,0.0,95.0,97.0,same
200,busan,62,1983-12-07,163.0,general_hospital,17078280044.0,13483999574.0,3740457560.0,0.0,619625591.0,427782338.0,392064064.0,0.0,45666163.0,2616439890.0,2473847991.0,0.0,142591899.0,16510214399.0,16157114449.0,0.0,0.0,15376480280.0,6265859637.0,650677694.0,9110620643.0,9029963823.0,3750174009.0,0.0,16604170609.0,13112227920.0,3638218628.0,0.0,576412417.0,397685953.0,386333118.0,0.0,32450525.0,2228535993.0,2106914293.0,0.0,121621700.0,15978576147.0,15925845297.0,0.0,0.0,14502604294.0,4806260300.0,927754670.0,9696343994.0,9459726678.0,3704507846.0,0.0,212.0,212.0,same
202,jeonnam,110,1988-06-18,139.0,hospital,9212685147.0,1532127295.0,7146826322.0,3647429120.0,29746681.0,270744162.0,216276897.0,0.0,292734049.0,5952626476.0,5719790010.0,5136717251.0,232836466.0,9304105187.0,8637023324.0,1462420.0,0.0,16256505507.0,12866505507.0,639420000.0,3390000000.0,2890000000.0,,0.0,9752084790.0,1698987784.0,7650329812.0,3962101980.0,140770053.0,324465233.0,234272882.0,0.0,219072014.0,6167035323.0,5855941182.0,4916058763.0,311094141.0,9022870146.0,8472243324.0,5465420.0,0.0,16482413362.0,13092413362.0,837000000.0,3390000000.0,2890000000.0,,0.0,125.0,125.0,change
